query,label,complexity,recommended_llm,needs_followup,distractor_label,biomarkers,is_high_risk,query_length
How do the biochemical impacts of phytate differ from protein in pediatric diets?,comparison,1,TinyLlama,True,,[],False,13
"Among them, option shows elevated protein digestibility: wheat bread or yam flour?",comparison,5,Mistral,False,,[],False,12
How do the biochemical impacts of polyphenol differ from calcium in pediatric diets?,comparison,3,Mistral,True,,[],False,13
Evaluate high-fiber vs vegan for iron bioavailability in patients with anemia.,comparison,2,Mistral,True,,[],False,11
How do the biochemical impacts of fiber differ from magnesium in pediatric diets?,comparison,2,Mistral,False,,[],False,13
Evaluate the effects of zinc gluconate and fish oil on calcium absorption.,comparison,4,TinyLlama,False,,[],False,12
How do the biochemical impacts of fiber differ from iron in pediatric diets?,comparison,4,TinyLlama,True,,[],False,13
What shows greater protein digestibility: lentils or sorghum?,comparison,1,Mistral,False,,[],False,8
Examine low-phytate vs DASH for iron bioavailability in patients with anemia.,comparison,1,Mistral,True,,[],False,11
Contrast the effects of magnesium citrate and vitamin K2 on calcium absorption.,comparison,1,TinyLlama,True,,[],False,12
How do the biochemical impacts of zinc differ from calcium in pediatric diets?,comparison,5,TinyLlama,True,,[],False,13
Examine high-fiber vs low-carb for iron bioavailability in patients with anemia.,comparison,1,TinyLlama,True,,[],False,11
Examine ketogenic vs omnivorous for iron bioavailability in patients with anemia.,comparison,1,Mistral,True,,[],False,11
What contains greater protein digestibility: cassava flour or oats?,comparison,5,Mistral,False,,[],False,9
"Out of these, option contains more protein digestibility: cassava flour or sorghum?",comparison,2,Mistral,False,,[],False,12
Examine low-phytate vs paleo for iron bioavailability in patients with anemia.,comparison,3,Mistral,False,,[],False,11
Contrast the effects of calcium carbonate and folic acid on calcium absorption.,comparison,2,Mistral,False,,[],False,12
"Out of these, option possesses elevated protein digestibility: brown rice or oats?",comparison,3,Mistral,False,,[],False,12
"In your view, which option shows elevated protein digestibility: lentils or maize flour?",comparison,1,TinyLlama,False,,[],False,13
Examine the phytate amounts in lentils and quinoa based on the Food Composition Table.,comparison,5,Mistral,True,,[],False,14
How do the biochemical impacts of polyphenol differ from calcium in pediatric diets?,comparison,3,TinyLlama,True,,[],False,13
Contrast the effects of zinc gluconate and fish oil on calcium absorption.,comparison,4,Mistral,False,,[],False,12
How do the biochemical impacts of fiber differ from iron in pediatric diets?,comparison,5,TinyLlama,True,,[],False,13
How do the biochemical impacts of phytate differ from calcium in pediatric diets?,comparison,5,TinyLlama,False,,[],False,13
"In your view, which option shows more protein digestibility: cassava flour or maize flour?",comparison,5,TinyLlama,True,,[],False,14
How do the biochemical impacts of oxalate differ from calcium in pediatric diets?,comparison,1,Mistral,False,,[],False,13
Examine the effects of calcium carbonate and ascorbic acid on calcium absorption.,comparison,2,Mistral,True,,[],False,12
"Among them, option shows elevated protein digestibility: brown rice or sorghum?",comparison,2,Mistral,False,,[],False,11
What shows more protein digestibility: brown rice or yam flour?,comparison,4,TinyLlama,True,,[],False,10
"In your view, which option contains greater protein digestibility: millet porridge or sorghum?",comparison,1,Mistral,True,,[],False,13
How do the biochemical impacts of fiber differ from magnesium in pediatric diets?,comparison,1,Mistral,False,,[],False,13
What shows elevated protein digestibility: millet porridge or maize flour?,comparison,4,TinyLlama,False,,[],False,10
Assess the phytate concentrations in millet porridge and maize flour based on the Food Composition Table.,comparison,4,Mistral,True,,[],False,16
How do the biochemical impacts of zinc differ from protein in pediatric diets?,comparison,5,TinyLlama,False,,[],False,13
"Out of these, option shows elevated protein digestibility: cassava flour or oats?",comparison,1,Mistral,True,,[],False,12
How do the biochemical impacts of phytate differ from calcium in pediatric diets?,comparison,4,Mistral,False,,[],False,13
How do the biochemical impacts of oxalate differ from protein in pediatric diets?,comparison,1,Mistral,False,,[],False,13
Contrast ketogenic vs omnivorous for iron bioavailability in patients with anemia.,comparison,2,Mistral,False,,[],False,11
Contrast low-phytate vs DASH for iron bioavailability in patients with anemia.,comparison,5,Mistral,True,,[],False,11
What contains greater protein digestibility: brown rice or maize flour?,comparison,2,Mistral,True,,[],False,10
What shows more protein digestibility: brown rice or sorghum?,comparison,4,Mistral,False,,[],False,9
Evaluate the effects of calcium carbonate and folic acid on calcium absorption.,comparison,1,TinyLlama,True,,[],False,12
Evaluate vegetarian vs low-carb for iron bioavailability in patients with anemia.,comparison,1,TinyLlama,False,,[],False,11
Contrast the phytate amounts in millet porridge and maize flour based on the Food Composition Table.,comparison,5,TinyLlama,True,,[],False,16
How do the biochemical impacts of fiber differ from vitamin C in pediatric diets?,comparison,2,Mistral,False,,[],False,14
"In your view, which option shows elevated protein digestibility: millet porridge or oats?",comparison,3,Mistral,False,,[],False,13
Assess low-phytate vs vegan for iron bioavailability in patients with anemia.,comparison,5,Mistral,False,,[],False,11
Assess high-fiber vs vegan for iron bioavailability in patients with anemia.,comparison,3,TinyLlama,False,,[],False,11
How do the biochemical impacts of polyphenol differ from calcium in pediatric diets?,comparison,1,Mistral,True,,[],False,13
Assess the phytate amounts in millet porridge and maize flour based on the Food Composition Table.,comparison,5,Mistral,True,,[],False,16
Examine low-phytate vs vegan for iron bioavailability in patients with anemia.,comparison,4,Mistral,True,,[],False,11
"In your view, which option contains elevated protein digestibility: brown rice or maize flour?",comparison,4,Mistral,True,,[],False,14
How do the biochemical impacts of zinc differ from vitamin C in pediatric diets?,comparison,4,Mistral,False,,[],False,14
Evaluate the phytate amounts in wheat bread and oats based on the Food Composition Table.,comparison,5,TinyLlama,False,,[],False,15
What contains more protein digestibility: millet porridge or sorghum?,comparison,5,Mistral,False,,[],False,9
Contrast the phytate amounts in millet porridge and quinoa based on the Food Composition Table.,comparison,5,Mistral,True,,[],False,15
What contains more protein digestibility: millet porridge or quinoa?,comparison,1,Mistral,True,,[],False,9
How do the biochemical impacts of phytate differ from vitamin C in pediatric diets?,comparison,3,TinyLlama,True,,[],False,14
Examine Mediterranean vs vegan for iron bioavailability in patients with anemia.,comparison,1,Mistral,True,,[],False,11
Contrast the effects of calcium carbonate and folic acid on calcium absorption.,comparison,1,TinyLlama,False,,[],False,12
What possesses elevated protein digestibility: millet porridge or sorghum?,comparison,1,Mistral,False,,[],False,9
Contrast the phytate amounts in brown rice and yam flour based on the Food Composition Table.,comparison,1,Mistral,True,,[],False,16
Contrast the phytate amounts in wheat bread and maize flour based on the Food Composition Table.,comparison,5,Mistral,False,,[],False,16
Evaluate the effects of calcium carbonate and fish oil on calcium absorption.,comparison,2,Mistral,False,,[],False,12
What possesses greater protein digestibility: cassava flour or yam flour?,comparison,2,Mistral,True,,[],False,10
Examine the phytate amounts in brown rice and oats based on the Food Composition Table.,comparison,5,Mistral,True,,[],False,15
"In your view, which option shows more protein digestibility: millet porridge or yam flour?",comparison,5,TinyLlama,True,,[],False,14
"Among them, option possesses greater protein digestibility: wheat bread or oats?",comparison,2,Mistral,True,,[],False,11
Contrast the effects of zinc gluconate and ascorbic acid on calcium absorption.,comparison,2,TinyLlama,False,,[],False,12
Examine the phytate amounts in wheat bread and oats based on the Food Composition Table.,comparison,3,TinyLlama,False,,[],False,15
Contrast vegetarian vs paleo for iron bioavailability in patients with anemia.,comparison,1,TinyLlama,False,,[],False,11
What contains greater protein digestibility: cassava flour or yam flour?,comparison,1,Mistral,False,,[],False,10
Examine the phytate amounts in millet porridge and sorghum based on the Food Composition Table.,comparison,5,TinyLlama,True,,[],False,15
How do the biochemical impacts of oxalate differ from magnesium in pediatric diets?,comparison,4,Mistral,True,,[],False,13
How do the biochemical impacts of oxalate differ from vitamin C in pediatric diets?,comparison,1,Mistral,True,,[],False,14
What contains greater protein digestibility: brown rice or maize flour?,comparison,1,Mistral,True,,[],False,10
Evaluate vegetarian vs low-carb for iron bioavailability in patients with anemia.,comparison,4,Mistral,True,,[],False,11
What contains greater protein digestibility: millet porridge or maize flour?,comparison,5,TinyLlama,False,,[],False,10
Assess ketogenic vs paleo for iron bioavailability in patients with anemia.,comparison,2,TinyLlama,True,,[],False,11
"In your view, which option possesses more protein digestibility: cassava flour or sorghum?",comparison,2,Mistral,True,,[],False,13
"Out of these, option possesses greater protein digestibility: cassava flour or maize flour?",comparison,3,Mistral,False,,[],False,13
Assess the phytate amounts in brown rice and maize flour based on the Food Composition Table.,comparison,4,Mistral,True,,[],False,16
What contains greater protein digestibility: lentils or quinoa?,comparison,4,TinyLlama,False,,[],False,8
Advise dietary changes for reducing phytate intake in adolescents.,recommendation,2,Mistral,False,,[],False,9
Suggest plant-based alternatives high in vitamin B12 for osteoporosis.,recommendation,3,Mistral,False,,[],False,9
What is the best way to enhance calcium absorption for elderly patients?,recommendation,1,Mistral,True,,[],False,12
Propose a supplementation strategy for improving vitamin B12 status in chronic kidney disease.,recommendation,3,Mistral,True,,[],False,13
Propose a supplementation strategy for improving vitamin B12 status in osteoporosis.,recommendation,3,Mistral,False,,[],False,11
Suggest foods from the Food Composition Table rich in iron for adolescents.,recommendation,5,Mistral,False,,[],False,12
Suggest foods from the Food Composition Table rich in iron for adolescents.,recommendation,5,Mistral,True,,[],False,12
Suggest a supplementation strategy for improving zinc status in osteoporosis.,recommendation,3,Mistral,True,,[],False,10
Suggest foods from the Food Composition Table rich in zinc for children under 5.,recommendation,3,TinyLlama,True,,[],False,14
Suggest a supplementation strategy for improving zinc status in malnutrition.,recommendation,4,TinyLlama,True,,[],False,10
Suggest foods from the Food Composition Table rich in zinc for adolescents.,recommendation,1,Mistral,False,,[],False,12
Suggest foods from the Food Composition Table rich in vitamin B12 for elderly patients.,recommendation,4,TinyLlama,True,,[],False,14
Suggest a supplementation strategy for improving zinc status in stunted growth.,recommendation,5,Mistral,False,,[],False,11
Suggest a supplementation strategy for improving vitamin B12 status in malnutrition.,recommendation,4,TinyLlama,True,,[],False,11
Suggest plant-based alternatives high in calcium for iron-deficiency anemia.,recommendation,4,Mistral,True,,[],False,9
Suggest plant-based alternatives high in calcium for iron-deficiency anemia.,recommendation,2,Mistral,False,,[],False,9
Suggest plant-based alternatives high in magnesium for iron-deficiency anemia.,recommendation,2,Mistral,False,,[],False,9
Propose dietary changes for reducing phytate intake in elderly patients.,recommendation,5,Mistral,True,,[],False,10
What is the best way to enhance calcium absorption for pregnant women?,recommendation,1,Mistral,True,,[],False,12
Advise a supplementation strategy for improving zinc status in iron-deficiency anemia.,recommendation,3,Mistral,True,,[],False,11
What is the best way to enhance vitamin B12 absorption for elderly patients?,recommendation,1,TinyLlama,False,,[],False,13
Suggest foods from the Food Composition Table rich in vitamin B12 for children under 5.,recommendation,5,Mistral,True,,[],False,15
Advise a supplementation strategy for improving calcium status in iron-deficiency anemia.,recommendation,1,TinyLlama,False,,[],False,11
Suggest plant-based alternatives high in iron for iron-deficiency anemia.,recommendation,4,TinyLlama,True,,[],False,9
Suggest foods from the Food Composition Table rich in magnesium for athletes.,recommendation,5,Mistral,True,,[],False,12
Suggest plant-based alternatives high in zinc for iron-deficiency anemia.,recommendation,5,Mistral,True,,[],False,9
Suggest plant-based alternatives high in vitamin B12 for malnutrition.,recommendation,5,TinyLlama,False,,[],False,9
What is the best way to enhance magnesium absorption for pregnant women?,recommendation,3,TinyLlama,False,,[],False,12
Propose dietary changes for reducing phytate intake in athletes.,recommendation,5,Mistral,True,,[],False,9
Propose dietary changes for reducing phytate intake in athletes.,recommendation,2,Mistral,False,,[],False,9
Suggest foods from the Food Composition Table rich in iron for children under 5.,recommendation,1,Mistral,True,,[],False,14
Suggest dietary changes for reducing phytate intake in children under 5.,recommendation,3,Mistral,False,,[],False,11
Suggest a supplementation strategy for improving zinc status in stunted growth.,recommendation,3,TinyLlama,False,,[],False,11
Propose a supplementation strategy for improving calcium status in chronic kidney disease.,recommendation,4,Mistral,False,,[],False,12
Advise a supplementation strategy for improving magnesium status in chronic kidney disease.,recommendation,3,Mistral,True,,[],False,12
What is the best way to enhance magnesium absorption for pregnant women?,recommendation,2,Mistral,False,,[],False,12
Advise dietary changes for reducing phytate intake in pregnant women.,recommendation,3,Mistral,False,,[],False,10
Suggest foods from the Food Composition Table rich in calcium for elderly patients.,recommendation,1,Mistral,False,,[],False,13
Propose a supplementation strategy for improving iron status in chronic kidney disease.,recommendation,3,TinyLlama,True,,[],False,12
Suggest foods from the Food Composition Table rich in magnesium for adolescents.,recommendation,2,TinyLlama,True,,[],False,12
Suggest a supplementation strategy for improving magnesium status in malnutrition.,recommendation,1,TinyLlama,False,,[],False,10
Suggest a supplementation strategy for improving magnesium status in iron-deficiency anemia.,recommendation,5,TinyLlama,False,,[],False,11
What is the best way to enhance calcium absorption for athletes?,recommendation,1,TinyLlama,True,,[],False,11
What is the best way to enhance magnesium absorption for adolescents?,recommendation,1,Mistral,False,,[],False,11
What is the best way to enhance vitamin B12 absorption for children under 5?,recommendation,4,TinyLlama,True,,[],False,14
Suggest foods from the Food Composition Table rich in magnesium for pregnant women.,recommendation,4,TinyLlama,False,,[],False,13
Suggest a supplementation strategy for improving vitamin B12 status in malnutrition.,recommendation,3,Mistral,True,,[],False,11
Suggest foods from the Food Composition Table rich in vitamin B12 for athletes.,recommendation,1,TinyLlama,True,,[],False,13
Suggest foods from the Food Composition Table rich in iron for elderly patients.,recommendation,5,Mistral,False,,[],False,13
Suggest plant-based alternatives high in vitamin B12 for iron-deficiency anemia.,recommendation,1,Mistral,False,,[],False,10
What is the best way to enhance magnesium absorption for adolescents?,recommendation,5,TinyLlama,True,,[],False,11
Advise a supplementation strategy for improving magnesium status in chronic kidney disease.,recommendation,5,Mistral,True,,[],False,12
Suggest plant-based alternatives high in zinc for osteoporosis.,recommendation,4,TinyLlama,True,,[],False,8
Suggest plant-based alternatives high in calcium for osteoporosis.,recommendation,2,Mistral,True,,[],False,8
Suggest a supplementation strategy for improving calcium status in iron-deficiency anemia.,recommendation,3,TinyLlama,False,,[],False,11
Suggest foods from the Food Composition Table rich in vitamin B12 for athletes.,recommendation,1,TinyLlama,True,,[],False,13
Suggest foods from the Food Composition Table rich in vitamin B12 for adolescents.,recommendation,5,TinyLlama,True,,[],False,13
Suggest dietary changes for reducing phytate intake in pregnant women.,recommendation,2,Mistral,True,,[],False,10
What is the best way to enhance calcium absorption for adolescents?,recommendation,4,TinyLlama,False,,[],False,11
Advise a supplementation strategy for improving iron status in iron-deficiency anemia.,recommendation,2,Mistral,False,,[],False,11
What is the best way to enhance zinc absorption for elderly patients?,recommendation,5,TinyLlama,False,,[],False,12
Advise a supplementation strategy for improving magnesium status in osteoporosis.,recommendation,3,TinyLlama,False,,[],False,10
Suggest foods from the Food Composition Table rich in iron for elderly patients.,recommendation,4,TinyLlama,True,,[],False,13
Suggest dietary changes for reducing phytate intake in pregnant women.,recommendation,5,Mistral,True,,[],False,10
Suggest foods from the Food Composition Table rich in vitamin B12 for athletes.,recommendation,2,TinyLlama,False,,[],False,13
Suggest plant-based alternatives high in magnesium for stunted growth.,recommendation,4,TinyLlama,True,,[],False,9
What is the best way to enhance magnesium absorption for adolescents?,recommendation,2,Mistral,True,,[],False,11
Propose dietary changes for reducing phytate intake in athletes.,recommendation,4,Mistral,True,,[],False,9
Advise dietary changes for reducing phytate intake in elderly patients.,recommendation,3,Mistral,False,,[],False,10
Suggest dietary changes for reducing phytate intake in elderly patients.,recommendation,5,TinyLlama,False,,[],False,10
Suggest plant-based alternatives high in iron for chronic kidney disease.,recommendation,5,Mistral,False,,[],False,10
Suggest plant-based alternatives high in iron for osteoporosis.,recommendation,1,Mistral,False,,[],False,8
Advise a supplementation strategy for improving calcium status in osteoporosis.,recommendation,2,Mistral,True,,[],False,10
Propose dietary changes for reducing phytate intake in pregnant women.,recommendation,4,Mistral,True,,[],False,10
Suggest plant-based alternatives high in zinc for stunted growth.,recommendation,5,Mistral,True,,[],False,9
What is the best way to enhance calcium absorption for adolescents?,recommendation,3,Mistral,False,,[],False,11
What is the best way to enhance calcium absorption for pregnant women?,recommendation,1,Mistral,False,,[],False,12
Suggest dietary changes for reducing phytate intake in adolescents.,recommendation,5,TinyLlama,True,,[],False,9
Suggest plant-based alternatives high in zinc for malnutrition.,recommendation,5,Mistral,True,,[],False,8
Suggest foods from the Food Composition Table rich in vitamin B12 for pregnant women.,recommendation,2,TinyLlama,False,,[],False,14
Advise a supplementation strategy for improving zinc status in chronic kidney disease.,recommendation,2,Mistral,False,,[],False,12
Suggest dietary changes for reducing phytate intake in children under 5.,recommendation,5,Mistral,False,,[],False,11
Suggest plant-based alternatives high in calcium for osteoporosis.,recommendation,4,Mistral,False,,[],False,8
Suggest a supplementation strategy for improving magnesium status in osteoporosis.,recommendation,2,Mistral,False,,[],False,10
Suggest foods from the Food Composition Table rich in calcium for athletes.,recommendation,4,Mistral,False,,[],False,12
Suggest a supplementation strategy for improving calcium status in stunted growth.,recommendation,1,Mistral,False,,[],False,11
Suggest a supplementation strategy for improving calcium status in iron-deficiency anemia.,recommendation,3,TinyLlama,False,,[],False,11
What is the best way to enhance magnesium absorption for athletes?,recommendation,2,Mistral,False,,[],False,11
Suggest foods from the Food Composition Table rich in vitamin B12 for pregnant women.,recommendation,2,TinyLlama,True,,[],False,14
Suggest plant-based alternatives high in zinc for iron-deficiency anemia.,recommendation,1,Mistral,False,,[],False,9
What is the best way to enhance zinc absorption for pregnant women?,recommendation,5,TinyLlama,False,,[],False,12
What is the best way to enhance zinc absorption for elderly patients?,recommendation,3,Mistral,True,,[],False,12
Propose dietary changes for reducing phytate intake in adolescents.,recommendation,1,TinyLlama,False,,[],False,9
Suggest foods from the Food Composition Table rich in magnesium for pregnant women.,recommendation,2,Mistral,True,,[],False,13
Advise dietary changes for reducing phytate intake in athletes.,recommendation,1,Mistral,False,,[],False,9
What is the best way to enhance vitamin B12 absorption for adolescents?,recommendation,2,Mistral,False,,[],False,12
Suggest foods from the Food Composition Table rich in calcium for pregnant women.,recommendation,4,Mistral,True,,[],False,13
Suggest dietary changes for reducing phytate intake in athletes.,recommendation,2,TinyLlama,False,,[],False,9
What is the best way to enhance calcium absorption for adolescents?,recommendation,4,TinyLlama,True,,[],False,11
Suggest foods from the Food Composition Table rich in calcium for elderly patients.,recommendation,1,Mistral,False,,[],False,13
Suggest foods from the Food Composition Table rich in calcium for elderly patients.,recommendation,3,TinyLlama,False,,[],False,13
Propose a supplementation strategy for improving iron status in iron-deficiency anemia.,recommendation,4,Mistral,True,,[],False,11
What is the best way to enhance calcium absorption for adolescents?,recommendation,3,Mistral,True,,[],False,11
Suggest foods from the Food Composition Table rich in magnesium for children under 5.,recommendation,4,Mistral,False,,[],False,14
Suggest plant-based alternatives high in vitamin B12 for osteoporosis.,recommendation,2,TinyLlama,False,,[],False,9
Suggest plant-based alternatives high in iron for malnutrition.,recommendation,1,TinyLlama,True,,[],False,8
Suggest plant-based alternatives high in zinc for osteoporosis.,recommendation,3,Mistral,True,,[],False,8
Suggest foods from the Food Composition Table rich in magnesium for adolescents.,recommendation,5,Mistral,True,,[],False,12
What is the best way to enhance vitamin B12 absorption for children under 5?,recommendation,4,TinyLlama,False,,[],False,14
Advise a supplementation strategy for improving magnesium status in stunted growth.,recommendation,1,TinyLlama,True,,[],False,11
Suggest dietary changes for reducing phytate intake in elderly patients.,recommendation,5,TinyLlama,True,,[],False,10
What is the best way to enhance calcium absorption for pregnant women?,recommendation,2,TinyLlama,False,,[],False,12
Suggest a supplementation strategy for improving magnesium status in chronic kidney disease.,recommendation,4,TinyLlama,True,,[],False,12
Advise a supplementation strategy for improving zinc status in malnutrition.,recommendation,4,TinyLlama,True,,[],False,10
Propose dietary changes for reducing phytate intake in pregnant women.,recommendation,5,Mistral,False,,[],False,10
Suggest foods from the Food Composition Table rich in magnesium for children under 5.,recommendation,2,Mistral,True,,[],False,14
Suggest dietary changes for reducing phytate intake in pregnant women.,recommendation,1,TinyLlama,True,,[],False,10
Suggest dietary changes for reducing phytate intake in pregnant women.,recommendation,4,TinyLlama,True,,[],False,10
Advise dietary changes for reducing phytate intake in elderly patients.,recommendation,5,TinyLlama,True,,[],False,10
Suggest foods from the Food Composition Table rich in calcium for adolescents.,recommendation,5,Mistral,False,,[],False,12
Suggest foods from the Food Composition Table rich in zinc for athletes.,recommendation,2,Mistral,False,,[],False,12
Advise a supplementation strategy for improving vitamin B12 status in malnutrition.,recommendation,2,Mistral,False,,[],False,11
Propose dietary changes for reducing phytate intake in athletes.,recommendation,3,Mistral,False,,[],False,9
Suggest foods from the Food Composition Table rich in magnesium for athletes.,recommendation,5,Mistral,True,,[],False,12
Suggest foods from the Food Composition Table rich in zinc for athletes.,recommendation,1,Mistral,False,,[],False,12
How should a patient with kidney stones adjust their nutritional plan to improve calcium absorption?,therapy,4,TinyLlama,False,,"['uric_acid', 'calcium', 'oxalate']",True,15
Create a therapeutic nutritional plan for celiac disease based on the Food Composition Table.,therapy,4,Mistral,True,,[],True,14
How should a patient with type 2 diabetes adjust their meal plan to improve iron absorption?,therapy,3,Mistral,True,,"['glucose', 'hba1c']",False,16
Outline a clinical nutrition plan for managing type 2 diabetes with low-phytate foods.,therapy,5,TinyLlama,False,,"['glucose', 'hba1c']",True,13
Create a therapeutic meal plan for celiac disease based on the Food Composition Table.,therapy,1,TinyLlama,True,,[],False,14
Outline a clinical nutrition plan for managing osteoporosis with low-phytate foods.,therapy,5,TinyLlama,False,,"['calcium', 'vitamin_d']",True,11
Create a therapeutic meal plan for kidney stones based on the Food Composition Table.,therapy,3,Mistral,False,,"['uric_acid', 'calcium', 'oxalate']",True,14
How should a patient with celiac disease adjust their meal plan to improve zinc absorption?,therapy,3,Mistral,False,,[],False,15
Propose a therapy combining dietary and supplement interventions for iron-deficiency anemia.,therapy,3,TinyLlama,False,,"['ferritin', 'iron']",True,11
Design a dietary intervention for improving iron status in osteoporosis.,therapy,5,TinyLlama,True,,"['calcium', 'vitamin_d']",True,10
Outline a clinical nutrition plan for managing celiac disease with low-phytate foods.,therapy,5,Mistral,False,,[],True,12
Create a therapeutic nutritional plan for type 2 diabetes based on the Food Composition Table.,therapy,2,Mistral,True,,"['glucose', 'hba1c']",False,15
Propose a therapy combining dietary and supplement interventions for kidney stones.,therapy,3,Mistral,False,,"['uric_acid', 'calcium', 'oxalate']",True,11
Propose a therapy combining dietary and supplement interventions for type 2 diabetes.,therapy,2,TinyLlama,False,,"['glucose', 'hba1c']",False,12
Create a therapeutic nutritional plan for kidney stones based on the Food Composition Table.,therapy,5,TinyLlama,True,,"['uric_acid', 'calcium', 'oxalate']",True,14
Outline a clinical nutrition plan for managing iron-deficiency anemia with low-phytate foods.,therapy,2,TinyLlama,True,,"['ferritin', 'iron']",True,12
Create a therapeutic meal plan for iron-deficiency anemia based on the Food Composition Table.,therapy,5,Mistral,False,,"['ferritin', 'iron']",True,14
Outline a clinical nutrition plan for managing kidney stones with low-phytate foods.,therapy,4,Mistral,True,,"['uric_acid', 'calcium', 'oxalate']",True,12
Outline a clinical nutrition plan for managing kidney stones with low-phytate foods.,therapy,4,TinyLlama,True,,"['uric_acid', 'calcium', 'oxalate']",True,12
How should a patient with celiac disease adjust their meal plan to improve magnesium absorption?,therapy,3,TinyLlama,False,,[],False,15
Create a therapeutic nutritional plan for iron-deficiency anemia based on the Food Composition Table.,therapy,5,TinyLlama,True,,"['ferritin', 'iron']",True,14
Create a therapeutic meal plan for kidney stones based on the Food Composition Table.,therapy,3,Mistral,False,,"['uric_acid', 'calcium', 'oxalate']",True,14
Propose a therapy combining dietary and supplement interventions for iron-deficiency anemia.,therapy,4,Mistral,True,,"['ferritin', 'iron']",True,11
Create a therapeutic meal plan for celiac disease based on the Food Composition Table.,therapy,1,TinyLlama,False,,[],False,14
Propose a therapy combining dietary and supplement interventions for osteoporosis.,therapy,4,TinyLlama,True,,"['calcium', 'vitamin_d']",True,10
Create a therapeutic nutritional plan for iron-deficiency anemia based on the Food Composition Table.,therapy,4,Mistral,True,,"['ferritin', 'iron']",True,14
How should a patient with iron-deficiency anemia adjust their nutritional plan to improve calcium absorption?,therapy,2,Mistral,False,,"['ferritin', 'iron']",True,15
Outline a clinical nutrition plan for managing iron-deficiency anemia with low-phytate foods.,therapy,5,TinyLlama,True,,"['ferritin', 'iron']",True,12
Design a dietary intervention for improving calcium status in iron-deficiency anemia.,therapy,5,TinyLlama,False,,"['ferritin', 'iron']",True,11
Outline a clinical nutrition plan for managing celiac disease with low-phytate foods.,therapy,5,TinyLlama,False,,[],True,12
How should a patient with celiac disease adjust their meal plan to improve vitamin D absorption?,therapy,2,TinyLlama,False,,[],False,16
Outline a clinical nutrition plan for managing iron-deficiency anemia with low-phytate foods.,therapy,2,TinyLlama,False,,"['ferritin', 'iron']",True,12
How should a patient with kidney stones adjust their meal plan to improve magnesium absorption?,therapy,4,Mistral,True,,"['uric_acid', 'calcium', 'oxalate']",True,15
Design a dietary intervention for improving vitamin D status in osteoporosis.,therapy,2,Mistral,False,,"['calcium', 'vitamin_d']",True,11
Propose a therapy combining dietary and supplement interventions for type 2 diabetes.,therapy,4,TinyLlama,False,,"['glucose', 'hba1c']",True,12
Create a therapeutic meal plan for iron-deficiency anemia based on the Food Composition Table.,therapy,3,TinyLlama,False,,"['ferritin', 'iron']",True,14
Create a therapeutic meal plan for osteoporosis based on the Food Composition Table.,therapy,3,TinyLlama,True,,"['calcium', 'vitamin_d']",True,13
Outline a clinical nutrition plan for managing celiac disease with low-phytate foods.,therapy,3,Mistral,True,,[],False,12
Create a therapeutic nutritional plan for iron-deficiency anemia based on the Food Composition Table.,therapy,4,Mistral,False,,"['ferritin', 'iron']",True,14
Outline a clinical nutrition plan for managing iron-deficiency anemia with low-phytate foods.,therapy,3,TinyLlama,False,,"['ferritin', 'iron']",True,12
Propose a therapy combining dietary and supplement interventions for iron-deficiency anemia.,therapy,4,Mistral,True,,"['ferritin', 'iron']",True,11
How should a patient with type 2 diabetes adjust their meal plan to improve magnesium absorption?,therapy,5,TinyLlama,False,,"['glucose', 'hba1c']",True,16
Create a therapeutic meal plan for type 2 diabetes based on the Food Composition Table.,therapy,3,Mistral,False,,"['glucose', 'hba1c']",False,15
Create a therapeutic nutritional plan for iron-deficiency anemia based on the Food Composition Table.,therapy,4,Mistral,False,,"['ferritin', 'iron']",True,14
Design a dietary intervention for improving iron status in osteoporosis.,therapy,3,Mistral,True,,"['calcium', 'vitamin_d']",True,10
Propose a therapy combining dietary and supplement interventions for kidney stones.,therapy,2,Mistral,True,,"['uric_acid', 'calcium', 'oxalate']",True,11
Create a therapeutic nutritional plan for celiac disease based on the Food Composition Table.,therapy,4,Mistral,False,,[],True,14
Design a dietary intervention for improving zinc status in osteoporosis.,therapy,4,TinyLlama,False,,"['calcium', 'vitamin_d']",True,10
Design a dietary intervention for improving calcium status in kidney stones.,therapy,4,Mistral,True,,"['uric_acid', 'calcium', 'oxalate']",True,11
Propose a therapy combining dietary and supplement interventions for celiac disease.,therapy,4,TinyLlama,False,,[],True,11
Propose a therapy combining dietary and supplement interventions for celiac disease.,therapy,3,TinyLlama,True,,[],False,11
How should a patient with kidney stones adjust their meal plan to improve calcium absorption?,therapy,5,TinyLlama,False,,"['uric_acid', 'calcium', 'oxalate']",True,15
Create a therapeutic meal plan for osteoporosis based on the Food Composition Table.,therapy,1,Mistral,False,,"['calcium', 'vitamin_d']",True,13
Create a therapeutic nutritional plan for celiac disease based on the Food Composition Table.,therapy,3,TinyLlama,False,,[],False,14
Propose a therapy combining dietary and supplement interventions for iron-deficiency anemia.,therapy,5,Mistral,False,,"['ferritin', 'iron']",True,11
How should a patient with kidney stones adjust their nutritional plan to improve vitamin D absorption?,therapy,5,TinyLlama,False,,"['uric_acid', 'calcium', 'oxalate']",True,16
How should a patient with kidney stones adjust their meal plan to improve iron absorption?,therapy,1,TinyLlama,False,,"['uric_acid', 'calcium', 'oxalate']",True,15
